"site","totalObs","meanMaxTemp","maxMaxTemp","meanDays18","yearsMaxTemp18","freqMax18","meanResist","meanRMSE","flag"
"MAFW_MAShak55",72,19.3347967522555,20.5544581177029,13.3939393939394,33,0.970588235294118,330.455995770964,0.734385804360579,""
"MAFW_MAStag55",502,18.5477479877751,20.5381188486443,8.14814814814815,27,0.794117647058823,451.597347065548,0.686669827271606,""
"MAFW_MAStee55",57,18.7884568394517,20.155404720243,10.1290322580645,31,0.911764705882353,363.459966845656,0.520709895611597,""
"MAFW_MATiff55",261,20.1441447788197,21.4043923102723,35.0588235294118,34,1,264.213847894795,0.688062658674871,""
"MAFW_MATowe55",251,20.4338369489307,21.8012898593784,43.1764705882353,34,1,275.733597106855,0.630073881647331,""
"MAFW_MAUntM55",480,18.2495575538284,20.0326635498632,7.14285714285714,21,0.617647058823529,479.234651274515,0.590952655167568,""
"MAFW_MAWarr55",448,21.6855286052477,23.0894247062313,63.4117647058824,34,1,290.152493221454,0.585409195173472,""
"MAFW_MAWeke55",226,22.0374255964418,23.583238609189,78.7647058823529,34,1,244.261350770434,0.57144110814944,""
"MAFW_MAWhet55",471,19.7405566776746,21.3009421796603,23.4705882352941,34,1,360.329083755721,0.600839610987769,""
"MAFW_MAWhit55",57,18.4266821354837,19.6681827401871,8.08333333333333,24,0.705882352941177,381.978062314619,0.510004148062055,""
"MAFW_MAWilB55",83,19.1007414839007,20.3061730067189,17.0909090909091,33,0.970588235294118,341.081407438468,0.593460687463876,""
"MAFW_Mudd55",261,21.6446923369402,22.7773503132767,59.4411764705882,34,1,308.293057879022,0.472178420506258,""
"MAFW_Mudd60",256,22.7013239688903,23.8614616481094,81.7352941176471,34,1,235.679508528389,0.520217307807949,""
"MAFW_Mudd65",260,21.2700036984343,22.2959690672694,54.4411764705882,34,1,350.193867881658,0.467975837770437,""
"MAFW_Scad60",248,20.2938631263744,21.371456556276,37.0588235294118,34,1,394.881722952452,0.522067423024905,""
"MAFW_Scad65",263,21.3392962721697,22.5263266179064,53.2941176470588,34,1,313.417052371847,0.425080862681407,""
"MAFW_Sprg55",256,21.7898305172823,22.8895402637821,62.7941176470588,34,1,300.744528692375,0.453539650564274,""
"MAFW_Sprg60",261,20.9483262523775,22.0071473090433,56.4411764705882,34,1,346.973193160943,0.454995569246413,""
"MAFW_UCen55",221,21.2029120116065,22.1291658596249,60.1176470588235,34,1,327.232903102534,0.790342767458248,""
"MAUSGS_SEC_30_DL",1739,18.4503059554714,20.5476701690692,5.19230769230769,26,0.764705882352941,476.874826604924,0.630470620859174,""
"MAUSGS_SEC_45_DL",1137,18.3836559949288,21.1315359140448,5.52173913043478,23,0.676470588235294,468.093469545648,0.640623638778609,""
"MAUSGS_SEC_6_DL",2234,18.0981126519669,20.0918993867745,5.21428571428571,14,0.411764705882353,508.756605461313,0.594849957898008,""
"MAUSGS_WB_JIMMY",1214,18.269381868055,20.5633167787252,5,23,0.676470588235294,514.189377707207,0.523226929704215,""
"MAUSGS_WB_MITCHELL",1225,19.5950932001944,21.8044089740198,24.3235294117647,34,1,381.732081212992,0.746734025905542,""
"MAUSGS_WB_OBEAR",1128,19.9102437563599,20.9115374549804,37.0588235294118,34,1,352.457161416275,0.636165188533259,""
"MAUSGS_WEST_BROOK",643,19.2303919375984,20.4982500328221,16.1470588235294,34,1,412.1306286831,0.555256825049169,""
