"site","totalObs","meanMaxTemp","maxMaxTemp","meanDays18","yearsMaxTemp18","freqMax18","meanResist","meanRMSE","flag"
"MADEP_W2152_T1",152,25.1650685366654,26.4937196841666,105.794117647059,34,1,183.689266279126,0.571923395989725,""
"MADEP_W2153_T1",63,23.5786042202222,24.7586286572131,93.3235294117647,34,1,209.869458624535,0.817172324126111,""
"MADEP_W2154_T1",28,23.780743041343,24.8690081452538,95.8529411764706,34,1,204.787797343897,0.740833757041263,""
"MADEP_W2155_T1",152,23.1477522170614,24.4781442194173,86.6176470588235,34,1,225.50502742529,0.723568800989324,""
"MADEP_W2156_T1",152,26.8968152038438,28.5987640704046,133.029411764706,34,1,357.935987776592,0.504724599333447,""
"MADEP_W2157_T1",152,27.198376790519,28.6951349635201,118.058823529412,34,1,267.424815459491,0.524977713780452,""
"MADEP_W2158_T1",132,21.3015378902544,24.0373230645947,48.7647058823529,34,1,215.263248616012,0.765178759583159,""
"MADEP_W2159_T1",132,21.7776550023146,23.1819534913412,69.9117647058823,34,1,294.17697282913,0.514435942619816,""
"MADEP_W2160_T1",121,24.7629321300226,26.8873376958771,85.3823529411765,34,1,136.139927482515,0.645686987982521,""
"MADEP_W2161_T1",121,25.8374210667035,27.7137893957168,119,34,1,272.524209133957,0.640539573983409,""
"MADEP_W2162_T1",121,24.1380561883025,26.2315993760288,106.029411764706,34,1,230.222447157607,0.414024346750307,""
"MADEP_W2167_T1",24,25.1250414250688,26.9367573149024,109.794117647059,34,1,213.356555329369,0.523032026586331,""
"MADEP_W2168_M1",8,22.9876607246611,24.3342208043017,82.5588235294118,34,1,233.568645324721,0.863626063373081,"Flag"
"MAFW_Cent55",237,23.9904309450383,25.1332088503135,99.7352941176471,34,1,203.034161644062,0.557593762216381,""
"MAFW_Cent60",237,23.5322624160239,24.6459078457992,94.9705882352941,34,1,206.313450860528,0.544854902673381,""
"MAFW_Cent65",246,23.2239900264874,24.3382305245942,89.8235294117647,34,1,209.456170284623,0.549171764832963,""
"MAFW_Cent70",252,22.4105195937672,24.8047080474069,76.2941176470588,34,1,242.919144861006,0.721274469301677,""
"MAFW_Emer55",261,23.8123182171356,24.9531466546601,93.5294117647059,34,1,184.619375394661,0.480277382479583,""
"MAFW_Emer60",271,25.0867379549727,26.251334277543,111.147058823529,34,1,226.537638052797,0.532690264059879,""
"MAFW_Emer65",262,24.0205032287808,25.1580479726838,96.4705882352941,34,1,184.391238498511,0.481566886352166,""
"MAFW_Emer70",262,24.2381837989888,25.4021846650105,98.8529411764706,34,1,183.850446210465,0.507045059375943,""
"MAFW_Emer75",284,24.63932632726,26.0230635235306,99.2352941176471,34,1,172.904811457045,0.510052902773591,""
"MAFW_Laur55",262,22.3115248592495,23.6456552739024,65.8235294117647,34,1,242.828831136884,0.543897297812708,""
"MAFW_Laur60",262,22.1623140363684,23.3241133225454,72.6470588235294,34,1,240.081311942476,0.543586935604344,""
"MAFW_Laur65",263,23.3921066686989,24.4870655521647,93.7647058823529,34,1,198.249518318851,0.420768916521365,""
"MAFW_MAAlbe55",58,18.9253482790458,20.062151613426,12.78125,32,0.941176470588235,410.956817962124,0.483259888973489,""
"MAFW_MAAver55",81,19.0522747369662,20.2497421991786,15.8181818181818,33,0.970588235294118,342.688353609033,0.562051800966349,""
"MAFW_MABron55",345,17.4432696817334,19.4115831192956,4.75,4,0.117647058823529,446.000164312084,0.71953094037074,""
"MAFW_MAClak55",241,19.0607622880853,21.6854596467089,12.7878787878788,33,0.970588235294118,357.173076578946,0.693295754123015,""
"MAFW_MACobb55",448,23.2957737402935,25.6809894077808,86.0588235294118,34,1,186.533486220631,0.753067764308208,""
"MAFW_MACold55",445,19.3056746379144,20.8432839643999,19.09375,32,0.941176470588235,477.615150130794,0.634494966492969,""
"MAFW_MAColl55",485,21.1203988274816,23.5165374788275,52.0588235294118,34,1,242.308908271308,0.795765578929483,""
"MAFW_MADunb55",213,17.8647859664977,19.7641132974453,3.07692307692308,13,0.382352941176471,314.016916818305,0.841851977243012,"Flag"
"MAFW_MAFife55",459,15.3781199615924,17.2261030700085,NA,NA,NA,512.066591959847,0.582075602869077,""
"MAFW_MAFirs55",237,18.8070463110506,20.2885083566282,10.9354838709677,31,0.911764705882353,415.097094955042,0.534120173130234,""
"MAFW_MAFull55",79,19.9629057117897,22.0018124447893,30.6176470588235,34,1,282.709620526523,1.04803101000776,"Flag"
"MAFW_MAGibb55",228,17.5633351546324,19.3005329966978,2.5,6,0.176470588235294,435.968542063964,0.600869815040793,""
"MAFW_MAGulf55",470,19.4836685107544,20.9308306222144,20.1818181818182,33,0.970588235294118,362.321850829133,0.724556473677654,""
"MAFW_MAHawk55",59,18.902028281337,20.1011506245042,12.969696969697,33,0.970588235294118,358.950518316975,0.563355696836829,""
"MAFW_MAHogH55",462,19.0022328471609,21.2829596856187,12.21875,32,0.941176470588235,359.624233270417,0.667307127301147,""
"MAFW_MAKear55",493,17.3892069462283,19.3733927052334,2.5,4,0.117647058823529,450.136912424915,0.793929545409692,""
"MAFW_MAKeyu55",101,19.3439478697468,20.5092285084092,18.2121212121212,33,0.970588235294118,365.19490091492,0.691816098818395,""
"MAFW_MALyon55",456,22.7786156703755,25.8029162777236,93.2941176470588,34,1,274.721979530013,1.10711139515586,"Flag"
"MAFW_MAMann55",57,17.5958720757084,19.0364421203241,1.77777777777778,9,0.264705882352941,377.447787365575,0.616079486332593,""
"MAFW_MAMaxw55",210,17.8077655486591,22.2429500434749,4.88888888888889,9,0.264705882352941,435.353761173002,0.822821903015999,""
"MAFW_MAMayn55",457,22.8459462244729,24.6567993270534,79.3529411764706,34,1,184.608129158127,0.744074208634299,""
"MAFW_MAPark55",446,20.8852587866744,23.2515560517962,44.1176470588235,34,1,276.459845733079,0.739099231148942,""
"MAFW_MAPleas55",457,21.3890155078046,23.2900009441291,56.2941176470588,34,1,237.143784538475,0.698149807267173,""
"MAFW_MARoar55",484,19.6157568375515,21.1885921929214,21.6176470588235,34,1,413.26051259576,0.713056653855876,""
"MAFW_MARoar60",499,21.5154457744237,24.2897600737291,66.9705882352941,34,1,229.65983707022,0.841432777614771,"Flag"
"MAFW_MASWac55",415,20.9253986467188,22.354407661767,45.3235294117647,34,1,257.762086129855,0.560878408443543,""
